Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,DNA Test ID,DNA Sample Timestamp,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude,Location
87335,06/23/2015 12:00:00 AM,Rainbow,613.0,866.0,728.6,,,,136,06/23/2015 12:00:00 AM,156.4,15.5,49.0,41.758,-87.551,"(41.758, -87.551)"
102169,08/20/2008 12:00:00 AM,Osterman,80.1,64.5,71.9,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
88603,08/02/2010 12:00:00 AM,Rainbow,18.5,8.5,12.5,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
92125,08/27/2009 12:00:00 AM,Howard,80.5,81.3,80.9,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
91452,06/24/2009 12:00:00 AM,Howard,13.5,16.0,14.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
96537,07/14/2011 12:00:00 AM,North Avenue,5.2,6.3,5.7,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
91486,06/26/2009 12:00:00 AM,Oak Street,48.0,22.8,33.1,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
110773,08/11/2012 12:00:00 AM,South Shore,44.8,62.4,52.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
99266,07/10/2007 12:00:00 AM,North Avenue,107.8,116.2,111.9,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
99804,08/27/2008 12:00:00 AM,Montrose,26.9,23.8,25.3,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
107791,07/23/2014 12:00:00 AM,Osterman,1300.0,1120.0,1206.6,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
108049,08/19/2013 12:00:00 AM,Ohio Street,7.0,20.0,11.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
103043,06/26/2007 12:00:00 AM,63rd Street,113.7,48.1,74.0,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
97195,06/07/2013 12:00:00 AM,Rogers,19.0,13.0,15.7,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
108907,05/21/2013 12:00:00 AM,Montrose,201.0,121.0,156.0,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
101695,08/29/2007 12:00:00 AM,South Shore,113.7,72.7,90.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
114075,08/31/2016 06:25:00 AM,North Avenue,205.0,140.0,169.4,,2,08/31/2016 06:27:00 AM,2166,08/31/2016 12:24:00 PM,102.0,83.0,92.0,41.9148,-87.6273,"(41.9148, -87.6273)"
89056,08/14/2009 12:00:00 AM,Juneway,5.2,3.1,4.0,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
109509,08/17/2011 12:00:00 AM,Ohio Street,7.5,5.2,6.2,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
102931,08/23/2006 12:00:00 AM,Calumet,13.4,8.5,10.7,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
112701,06/01/2016 05:37:00 AM,Montrose,2420.0,308.0,863.3,,3,06/01/2016 05:40:00 AM,542,06/01/2016 12:48:00 PM,2065.0,65.0,366.4,41.9655,-87.6385,"(41.9655, -87.6385)"
95021,05/28/2015 12:00:00 AM,Rainbow,12.0,50.0,24.5,,,,106,05/28/2015 12:00:00 AM,240.8,300.5,269.0,41.758,-87.551,"(41.758, -87.551)"
90848,09/02/2010 12:00:00 AM,Calumet,42.6,64.4,52.4,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
92645,06/01/2009 12:00:00 AM,Rainbow,12.0,13.1,12.5,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
109865,07/31/2014 12:00:00 AM,Foster,6.0,4.0,4.9,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
93781,07/21/2015 12:00:00 AM,57th Street,50.0,28.0,37.4,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
90618,06/07/2011 12:00:00 AM,Leone,1.0,1.0,1.0,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
101396,08/26/2007 12:00:00 AM,Ohio Street,23.1,21.6,22.3,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
96397,07/08/2011 12:00:00 AM,63rd Street,5.2,6.3,5.7,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
99954,06/06/2008 12:00:00 AM,Ohio Street,13.4,31.8,20.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
114099,09/01/2016 06:10:00 AM,Montrose,308.0,770.0,487.0,,2,09/01/2016 06:12:00 AM,2170,09/01/2016 02:01:00 PM,673.0,802.0,734.7,41.9655,-87.6385,"(41.9655, -87.6385)"
111070,06/12/2013 12:00:00 AM,Howard,210.0,345.0,269.2,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
96507,07/13/2011 12:00:00 AM,63rd Street,13.5,10.8,12.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
107850,08/05/2013 12:00:00 AM,12th Street,46.0,38.0,41.8,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
109458,08/23/2013 12:00:00 AM,63rd Street,435.0,159.0,263.0,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
101066,06/20/2008 12:00:00 AM,Montrose,7.5,5.2,6.2,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
93368,07/13/2015 12:00:00 AM,63rd Street,15.0,5.0,8.7,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
110768,08/10/2012 12:00:00 AM,Rogers,325.5,365.4,344.9,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
90800,07/16/2010 12:00:00 AM,Oak Street,6.3,13.2,9.1,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
99440,07/18/2007 12:00:00 AM,Calumet,920.8,1966.3,1345.6,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
113071,06/24/2016 09:00:00 AM,Leone,102.0,88.0,94.7,,1,06/24/2016 09:01:00 AM,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
92230,09/01/2009 12:00:00 AM,North Avenue,17.1,7.5,11.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
93127,07/07/2015 12:00:00 AM,Oak Street,23.0,46.0,32.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
106474,06/21/2012 12:00:00 AM,Rogers,1.0,1.0,1.0,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
107218,06/04/2014 12:00:00 AM,Howard,36.0,36.0,36.0,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
103433,08/28/2006 12:00:00 AM,Juneway,131.4,119.8,125.5,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
88692,08/06/2010 12:00:00 AM,North Avenue,22.6,24.6,23.6,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
106204,07/28/2013 12:00:00 AM,12th Street,26.0,19.0,22.2,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
99662,05/29/2008 12:00:00 AM,Osterman,19.9,26.6,23.0,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
97167,06/06/2013 12:00:00 AM,Foster,37.0,23.0,29.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
92858,07/01/2015 12:00:00 AM,57th Street,66.0,77.0,71.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
96188,08/08/2011 12:00:00 AM,Foster,35.9,17.5,25.1,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
92647,06/01/2009 12:00:00 AM,63rd Street,133.3,185.0,157.0,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
93590,08/27/2014 12:00:00 AM,South Shore,30.0,44.0,36.3,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
104604,06/15/2006 12:00:00 AM,Howard,3.1,6.3,4.4,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
93811,07/22/2015 12:00:00 AM,Foster,32.0,35.0,33.5,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
91887,08/17/2009 12:00:00 AM,Foster,71.4,248.9,133.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
112607,08/07/2012 12:00:00 AM,Ohio Street,7.4,3.1,4.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
89022,08/13/2009 12:00:00 AM,Montrose,55.6,57.1,56.3,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
103564,07/02/2007 12:00:00 AM,Howard,34.5,48.8,41.0,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
113471,07/22/2016 09:20:00 AM,Oak Street,10.0,12.0,11.0,,1,07/22/2016 09:21:00 AM,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
103703,06/07/2006 12:00:00 AM,63rd Street,41.4,35.5,38.3,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
91309,07/28/2009 12:00:00 AM,Foster,19.9,11.0,14.8,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
104998,06/20/2013 12:00:00 AM,Foster,5.0,17.0,9.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
101044,08/21/2007 12:00:00 AM,57th Street,90.9,25.6,48.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
96776,07/25/2011 12:00:00 AM,Ohio Street,387.3,686.7,515.7,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
90310,06/30/2011 12:00:00 AM,South Shore,191.4,116.0,149.0,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
93318,07/10/2015 12:00:00 AM,Howard,12.0,6.0,8.5,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
89803,08/20/2010 12:00:00 AM,Osterman,980.4,727.0,844.2,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
104260,06/27/2006 12:00:00 AM,Juneway,159.7,93.3,122.1,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
109956,08/04/2014 12:00:00 AM,Leone,228.0,291.0,257.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
108767,07/18/2012 12:00:00 AM,12th Street,435.2,410.6,422.7,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
102770,07/21/2006 12:00:00 AM,Rogers,78.9,120.1,97.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
112043,09/02/2011 12:00:00 AM,Juneway,99.0,122.3,110.0,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
95284,06/04/2015 12:00:00 AM,South Shore,727.0,59.0,207.1,,,,166,06/04/2015 12:00:00 AM,102.1,11.3,34.0,41.7689,-87.5636,"(41.7689, -87.5636)"
113309,07/12/2016 10:40:00 AM,Howard,2.0,1.0,1.4,,1,07/12/2016 10:41:00 AM,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
107458,07/23/2012 12:00:00 AM,Oak Street,2.0,5.2,3.2,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
95292,06/04/2015 12:00:00 AM,North Avenue,17.0,20.0,18.4,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
98948,07/30/2007 12:00:00 AM,Howard,31.3,21.3,25.8,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
92778,06/27/2015 12:00:00 AM,Ohio Street,62.0,19.0,34.3,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
95130,06/02/2015 12:00:00 AM,Rainbow,1553.0,326.0,711.5,,,,145,06/02/2015 12:00:00 AM,138.0,36.0,70.0,41.758,-87.551,"(41.758, -87.551)"
98955,07/31/2007 12:00:00 AM,57th Street,36.4,90.8,57.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
91189,07/23/2009 12:00:00 AM,12th Street,63.3,117.8,86.4,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
98953,07/31/2007 12:00:00 AM,South Shore,217.8,39.3,92.5,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
106696,06/26/2014 12:00:00 AM,South Shore,3.0,2.0,2.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
97026,08/26/2011 12:00:00 AM,North Avenue,9.7,3.0,5.4,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
98184,06/07/2007 12:00:00 AM,Juneway,31.8,40.8,36.0,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
88372,07/21/2010 12:00:00 AM,North Avenue,16.8,6.3,10.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
103578,07/03/2007 12:00:00 AM,Foster,23.3,18.5,20.8,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
88053,05/26/2010 12:00:00 AM,Juneway,15.8,5.2,9.1,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
113819,08/15/2016 10:05:00 AM,South Shore,124.0,107.0,115.2,,2,08/15/2016 10:07:00 AM,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
88694,08/06/2010 12:00:00 AM,Foster,290.9,135.4,198.5,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
100293,06/11/2008 12:00:00 AM,Foster,1.0,5.2,2.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
100647,08/13/2007 12:00:00 AM,Juneway,161.6,120.1,139.3,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
113270,07/11/2016 09:10:00 AM,Calumet,23.0,23.0,23.0,,5,07/11/2016 09:15:00 AM,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
105753,08/27/2012 12:00:00 AM,Oak Street,34.5,39.3,36.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
108909,05/21/2013 12:00:00 AM,Osterman,104.0,131.0,116.7,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
102711,05/25/2006 12:00:00 AM,Montrose,101.7,123.6,112.1,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
103206,06/01/2006 12:00:00 AM,South Shore,14.8,12.2,13.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
113736,08/10/2016 11:50:00 PM,Oak Street,25.0,15.0,19.4,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
98640,06/12/2007 12:00:00 AM,Howard,27.3,29.8,28.5,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
90604,06/07/2011 12:00:00 AM,63rd Street,3.1,3.1,3.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
93777,07/21/2015 12:00:00 AM,Calumet,246.0,299.0,271.2,,,,48,07/21/2015 12:00:00 AM,554.6,372.3,454.0,41.7142,-87.5299,"(41.7142, -87.5299)"
98549,06/08/2007 12:00:00 AM,Rogers,1.0,7.3,2.7,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
97069,07/25/2012 12:00:00 AM,63rd Street,260.3,214.2,236.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
92410,08/05/2009 12:00:00 AM,57th Street,1986.3,2419.6,2192.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
103976,07/05/2007 12:00:00 AM,Montrose,55.6,36.4,45.0,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
92878,07/02/2015 12:00:00 AM,63rd Street,16.0,12.0,13.9,,,,224,07/02/2015 12:00:00 AM,42.4,57.1,49.0,41.7827,-87.5748,"(41.7827, -87.5748)"
92583,05/29/2009 12:00:00 AM,Oak Street,6.3,25.3,12.6,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
95640,06/10/2015 12:00:00 AM,57th Street,20.0,1.0,4.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
91613,07/01/2009 12:00:00 AM,Howard,52.0,83.9,66.1,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
90249,06/27/2011 12:00:00 AM,12th Street,45.7,65.0,54.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
96345,08/15/2011 12:00:00 AM,Leone,63.1,56.3,59.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
96789,07/25/2011 12:00:00 AM,Juneway,90.9,78.8,84.6,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
105365,07/14/2014 12:00:00 AM,Oak Street,9.0,5.0,6.7,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
113955,08/23/2016 08:51:00 AM,57th Street,9.0,1.0,3.0,,1,08/23/2016 08:52:00 AM,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
114012,08/26/2016 08:32:00 AM,Leone,86.0,129.0,105.3,,1,08/26/2016 08:33:00 AM,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
91328,07/29/2009 12:00:00 AM,Oak Street,90.9,80.1,85.3,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
113744,08/10/2016 11:00:00 AM,Leone,4.0,19.0,8.7,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
93854,09/03/2014 12:00:00 AM,Rainbow,12.0,40.0,21.9,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
90999,07/15/2009 12:00:00 AM,Rainbow,42.8,34.5,38.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
109981,07/09/2012 12:00:00 AM,South Shore,38.4,38.4,38.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
102523,08/26/2008 12:00:00 AM,North Avenue,21.6,42.0,30.1,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
112658,05/27/2016 10:05:00 AM,Osterman,26.0,39.0,31.8,,1,05/27/2016 10:06:00 AM,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
96556,07/15/2011 12:00:00 AM,Ohio Street,8.6,7.5,8.0,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
109522,06/17/2015 12:00:00 AM,Howard,313.0,416.0,360.8,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
104903,08/08/2006 12:00:00 AM,Rogers,88.6,79.4,83.9,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
89940,08/27/2010 12:00:00 AM,North Avenue,4.0,1.0,2.0,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
113906,08/19/2016 08:15:00 AM,Rainbow,80.0,96.0,87.6,,1,08/19/2016 08:16:00 AM,1948,08/19/2016 12:54:00 PM,32.0,37.0,34.4,41.758,-87.551,"(41.758, -87.551)"
96414,07/08/2011 12:00:00 AM,Rogers,9.7,4.1,6.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
104916,08/09/2006 12:00:00 AM,Montrose,261.3,248.9,255.0,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
112978,06/20/2016 10:35:00 AM,12th Street,17.0,17.0,17.0,,5,06/20/2016 10:40:00 AM,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
101213,08/07/2008 12:00:00 AM,Howard,93.3,116.9,104.4,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
113042,06/23/2016 06:55:00 AM,Ohio Street,64.0,66.0,65.0,,2,06/23/2016 06:57:00 AM,923,06/23/2016 01:33:00 PM,223.0,248.0,235.2,41.8935,-87.6152,"(41.8935, -87.6152)"
102279,06/20/2009 12:00:00 AM,57th Street,125.9,118.7,122.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
95154,08/19/2015 12:00:00 AM,Calumet,55.0,99.0,73.8,,,,178,08/19/2015 12:00:00 AM,85.4,84.8,85.0,41.7142,-87.5299,"(41.7142, -87.5299)"
90878,09/03/2010 12:00:00 AM,North Avenue,10.9,18.5,14.2,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
113420,07/19/2016 09:00:00 AM,Juneway,4.0,4.0,4.0,,1,07/19/2016 09:01:00 AM,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
104949,06/18/2013 12:00:00 AM,Oak Street,12.0,8.0,9.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
104655,06/29/2006 12:00:00 AM,Oak Street,3.1,2.0,2.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
101825,08/15/2008 12:00:00 AM,57th Street,12.1,8.5,10.1,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
105199,06/04/2012 12:00:00 AM,Ohio Street,1299.7,123.4,400.5,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
92434,05/22/2009 12:00:00 AM,Howard,85.7,93.3,89.4,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
108832,07/28/2014 12:00:00 AM,57th Street,15.0,9.0,11.6,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
92381,08/03/2009 12:00:00 AM,Rogers,93.4,124.3,107.7,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
90476,06/01/2011 12:00:00 AM,12th Street,27.9,5.2,12.0,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
113887,08/18/2016 07:01:00 AM,57th Street,44.0,21.0,30.4,,1,08/18/2016 07:02:00 AM,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
95250,06/02/2015 12:00:00 AM,North Avenue,10.0,16.0,12.6,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
92830,06/29/2015 12:00:00 AM,Howard,24.0,43.0,32.1,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
102900,08/21/2006 12:00:00 AM,Howard,22.8,30.1,26.2,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
108461,09/04/2015 12:00:00 AM,Oak Street,17.0,30.0,22.6,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
110614,07/30/2012 12:00:00 AM,South Shore,54.5,59.8,57.1,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
106831,06/26/2012 12:00:00 AM,North Avenue,28.5,14.4,20.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
102045,07/04/2008 12:00:00 AM,Osterman,63.1,96.4,78.0,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
95490,07/17/2014 12:00:00 AM,Rainbow,13.0,21.0,16.5,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
97579,06/13/2011 12:00:00 AM,Foster,10.8,14.8,12.6,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
104431,05/30/2007 12:00:00 AM,Foster,5.2,1.0,2.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
106134,07/25/2013 12:00:00 AM,57th Street,5.0,5.0,5.0,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
100303,06/11/2008 12:00:00 AM,Juneway,1.0,1.0,1.0,,,,,,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
99614,05/27/2008 12:00:00 AM,Ohio Street,435.2,178.5,278.7,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
93976,07/23/2015 12:00:00 AM,Rogers,21.0,6.0,11.2,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
112955,06/17/2016 06:45:00 AM,12th Street,33.0,22.0,26.9,,2,06/17/2016 06:47:00 AM,805,06/17/2016 11:47:00 AM,83.0,44.0,60.4,41.8638,-87.6083,"(41.8638, -87.6083)"
88728,06/30/2010 12:00:00 AM,Calumet,16.9,14.6,15.7,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
88615,08/02/2010 12:00:00 AM,Osterman,17.3,13.4,15.2,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
101200,08/07/2008 12:00:00 AM,12th Street,12.0,15.5,13.6,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
98284,07/20/2006 12:00:00 AM,Rogers,27.5,35.9,31.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
113862,08/17/2016 06:49:00 AM,Rainbow,48.0,69.0,57.5,,1,08/17/2016 06:50:00 AM,1887,08/17/2016 03:47:00 PM,21.0,58.0,34.9,41.758,-87.551,"(41.758, -87.551)"
98237,07/19/2006 12:00:00 AM,57th Street,37.7,25.9,31.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
110972,06/20/2014 12:00:00 AM,South Shore,1.0,1.0,1.0,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
107783,07/23/2014 12:00:00 AM,12th Street,1733.0,1120.0,1393.2,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
106663,06/24/2014 12:00:00 AM,Montrose,88.0,194.0,130.7,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
94868,05/26/2015 12:00:00 AM,63rd Street,127.0,73.0,96.3,,,,105,05/26/2015 12:00:00 AM,241.4,70.0,130.0,41.7827,-87.5748,"(41.7827, -87.5748)"
113680,08/05/2016 06:26:00 AM,South Shore,81.0,75.0,77.9,,1,08/05/2016 06:27:00 AM,1518,08/05/2016 12:36:00 PM,24.0,29.0,26.4,41.7689,-87.5636,"(41.7689, -87.5636)"
108200,05/20/2014 12:00:00 AM,Oak Street,2.0,5.2,3.2,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
94656,05/21/2015 12:00:00 AM,Montrose,7.0,11.0,8.8,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
89095,06/08/2010 12:00:00 AM,Leone,65.7,65.7,65.7,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
113382,07/18/2016 06:58:00 AM,63rd Street,68.0,101.0,82.9,,1,07/18/2016 06:59:00 AM,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
102634,06/10/2009 12:00:00 AM,Osterman,30.5,34.1,32.2,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
91317,07/28/2009 12:00:00 AM,Howard,161.6,5.2,29.0,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
95469,07/16/2014 12:00:00 AM,South Shore,21.0,26.0,23.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
103570,07/03/2007 12:00:00 AM,63rd Street,53.7,55.6,54.6,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
98234,07/19/2006 12:00:00 AM,Rainbow,248.9,165.8,203.1,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
108279,05/24/2014 12:00:00 AM,South Shore,12.0,15.0,13.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
93556,07/16/2015 12:00:00 AM,Ohio Street,8.0,21.0,13.0,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
99558,07/23/2007 12:00:00 AM,63rd Street,42.6,75.4,56.7,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
108172,06/16/2015 12:00:00 AM,Osterman,24.0,28.0,25.9,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
107049,08/01/2013 12:00:00 AM,North Avenue,93.0,19.0,42.0,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
